frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1155,1019,[1072.6190471664622 663.9533018877139 1475.045306508212 1047.7250826109978],[1225.6614990234375 934.638427734375 1332.6566162109375 983.4935302734375],0.710064888,BP63LYH,0.670610695
1157,1019,[1075.2922416195327 667.6223423558021 1478.1544646401146 1059.3145155629481],[1228.41064453125 939.8087768554688 1338.7593994140625 990.7637329101562],0.682521939,BP63LYH,0.795005193
1158,1019,[1077.6163503935322 669.0592741452 1478.9381652775155 1063.6714693332872],[1232.7547607421875 947.1321411132812 1338.510986328125 994.3839721679688],0.679908037,BP63LYH,0.350804635
1159,1019,[1077.7977115524134 669.9162121790084 1479.642837088901 1065.7803032322963],[1231.545654296875 948.07470703125 1340.191650390625 996.0457763671875],0.67643857,BP63LQH,0.51135662
1160,1019,[1075.7300503571555 672.8443777676332 1477.8486486668235 1069.6600170661384],[1234.010009765625 953.8355712890625 1340.8480224609375 1000.04150390625],0.699418306,BP63LYH,0.819722528
1161,1019,[1076.2914657392137 674.0431111717978 1478.6421369820239 1071.2623246278506],[1233.2493896484375 955.1668090820312 1344.4854736328125 1004.9198608398438],0.696968138,BP53LYH,0.419702432
1162,1019,[1076.8014534928816 674.5559131628734 1478.8959049223654 1071.9057617200122],[1234.6080322265625 958.3855590820312 1343.8431396484375 1005.11279296875],0.702498138,BP63LYH,0.707596884
1164,1019,[1079.0924357607591 680.7072935400965 1481.6992406301283 1073.8395138406067],[1235.4676513671875 963.9239501953125 1346.03076171875 1014.3431396484375],0.703062654,PP63LTH,0.219399407
1165,1019,[1082.4545197905218 680.9877351109475 1490.1751332169038 1072.8600281953113],[1237.771484375 967.5247192382812 1349.6661376953125 1018.0654907226562],0.693750501,PP63LTH,0.283330527
1166,1019,[1082.1793679121615 683.6411937997314 1490.571661402732 1072.953043196289],[1240.576171875 971.4028930664062 1351.5111083984375 1020.2576293945312],0.710370421,BP63LYH,0.265189239
1169,1019,[1081.9704799558463 692.0909585906095 1498.3430623052159 1071.9628089561581],[1245.4403076171875 982.1810302734375 1351.4217529296875 1030.285400390625],0.700055182,BP63LYG,0.213873754
1170,1019,[1082.5679819149154 695.1870077179808 1501.1819589620718 1073.0694302975617],[1245.6168212890625 985.5809326171875 1357.1474609375 1034.655517578125],0.712105572,BP63LYH,0.286954994
1171,1019,[1083.4654740160859 697.3208543307551 1501.8478804646265 1073.4108637063764],[1243.4527587890625 985.5653686523438 1357.3128662109375 1038.68017578125],0.700752318,BP63LYH,0.78799065
1172,1019,[1085.9918828236205 698.7147805928003 1508.358178958419 1073.3052414844872],[1247.5980224609375 990.3389282226562 1360.483154296875 1043.834228515625],0.701485693,BP63LYH,0.544097465
1174,1019,[1090.6142892959097 704.1028818446816 1518.4572548926708 1073.8341499385317],[1247.741455078125 998.2066650390625 1364.1090087890625 1051.025634765625],0.713528395,BP63LYH,0.613739432
1175,1019,[1089.0774475199037 705.9629865616357 1519.0943259321593 1073.7221155135662],[1250.6119384765625 1001.5133666992188 1363.0379638671875 1054.80322265625],0.717519701,BP63LYH,0.935508233
1177,1019,[1091.1178001468293 712.2056470709673 1525.5580930509677 1074.1544461182486],[1251.18896484375 1009.2361450195312 1366.2728271484375 1061.89013671875],0.725891471,BP63LYH,0.664055279
1180,1019,[1093.019939523852 722.5172457082684 1527.1196080839013 1073.7489464666637],[1255.17529296875 1018.5009155273438 1372.15869140625 1071.80615234375],0.696999669,BP63LYH,0.704771189
1200,1265,[1046.924668029572 597.5064940683857 1333.6221726906963 829.5121833773889],[1157.6466064453125 744.3087158203125 1237.172607421875 788.8026123046875],0.268158525,NG65ZFY,0.135927891
1206,1265,[1047.0846025661676 607.9940776294528 1339.280567440202 841.3452915916536],[1156.4017333984375 759.5054321289062 1239.2236328125 804.266845703125],0.389628142,WC65ZFX,0.050222622
1212,1265,[1048.564957423137 618.0305239804479 1342.0988500798567 851.0218084220812],[1155.7598876953125 767.1868896484375 1237.47412109375 813.5482788085938],0.591695905,WC65ZFX,0.112417279
1214,1265,[1048.537556173722 621.32770303037 1342.2732030764232 856.5721769205159],[1159.0477294921875 770.350341796875 1238.164794921875 815.2754516601562],0.51097548,WC55ZFX,0.15999782
1221,1265,[1044.8438985488094 633.7987303453413 1348.2356943291 875.7438274671576],[1161.9068603515625 789.6194458007812 1246.56787109375 832.2053833007812],0.615000963,IG65ZFX,0.107134693
1225,1265,[1043.7044490509795 639.8632968882071 1349.4441236758091 882.8085833366338],[1168.8861083984375 796.072265625 1247.025634765625 839.8075561523438],0.47863391,WG65ZFX,0.121609759
1231,1265,[1044.7600106257544 648.164641549703 1355.5508057472991 896.9648578737829],[1168.6248779296875 811.1467895507812 1253.5107421875 857.9236450195312],0.624963701,WG65ZFX,0.66234588
1233,1265,[1047.578797302312 652.3571195659434 1358.772976581868 902.925484159484],[1169.65869140625 818.5387573242188 1256.55615234375 861.4352416992188],0.662712038,MG65ZFX,0.20671169
1235,1265,[1048.1311189477308 657.9890639318444 1360.0720946660183 910.2303955142029],[1169.2242431640625 819.3131103515625 1260.3089599609375 865.3194580078125],0.678007722,XG65ZFX,0.39981927
1245,1265,[1050.9416413168008 678.5260702153898 1373.7948914409424 939.9321555023103],[1175.5579833984375 845.9989013671875 1267.4979248046875 892.7926025390625],0.690194666,NG65ZFX,0.256825768
1246,1265,[1050.9466130267733 680.1209188520386 1375.685610523209 943.5005076419145],[1173.9013671875 846.5744018554688 1268.560302734375 893.7989501953125],0.67587626,NG65ZFX,0.429540294
1247,1265,[1053.0228345845362 681.6758424415085 1378.1032484465736 945.8108676609935],[1176.5244140625 849.0113525390625 1265.5631103515625 897.96240234375],0.644218624,WG65ZFX,0.541735736
1248,1265,[1051.3172930351207 684.107586975841 1377.081807632716 948.4755842249407],[1176.0576171875 856.1981201171875 1272.1923828125 898.068115234375],0.613384366,NG65ZFX,0.239431999
1249,1265,[1050.3484049397975 685.6429542198573 1376.8285183304279 950.0204550568328],[1174.3011474609375 858.1441040039062 1269.854736328125 901.3870239257812],0.661628723,WG65ZFX,0.46474308
1250,1265,[1050.3490780638483 687.5423530725727 1378.7840296794773 952.3909369396101],[1176.278076171875 858.5811767578125 1271.4862060546875 903.6469116210938],0.667082667,NG65ZFX,0.336697723
1252,1265,[1050.9104630223549 692.8976945415982 1382.9585080451618 958.6493369720156],[1179.8052978515625 864.869384765625 1271.0247802734375 908.77001953125],0.679441869,OG65ZFX,0.197337539
1257,1265,[1052.6779663947163 704.9867393797168 1389.5037253156456 973.1694572722896],[1180.2210693359375 882.4094848632812 1275.8680419921875 925.3396606445312],0.648101151,AG65ZFX,0.33066714
1259,1265,[1053.1623474726257 709.1132350512812 1393.5078468121847 980.2337346601221],[1183.870849609375 886.9674682617188 1274.82373046875 932.8687133789062],0.67944479,WG65ZFX,0.304893739
1261,1265,[1054.6838699184866 713.504791359773 1397.8916193457233 987.288623604604],[1184.5328369140625 888.6091918945312 1283.767822265625 935.0064697265625],0.701805592,NG65ZFX,0.269691894
1264,1265,[1056.143058897787 719.9346143274345 1399.7099973861827 996.0014248218672],[1189.2283935546875 897.36181640625 1287.87353515625 945.47607421875],0.66580689,KG65ZFX,0.318308159
1266,1265,[1060.5507121089095 725.0251418908481 1406.06953908301 1001.6469047671922],[1192.8885498046875 905.196533203125 1287.8680419921875 951.350830078125],0.675080299,NG65ZFY,0.053276271
1267,1265,[1058.6376321091789 726.2973607854609 1404.4027122007242 1002.9965519008282],[1192.6956787109375 906.0879516601562 1288.835205078125 953.116943359375],0.677667975,NG65ZFX,0.4705155
1268,1265,[1058.2153747254292 730.8219658788082 1405.4740004213727 1008.3400519004429],[1194.733642578125 910.5677490234375 1288.255859375 955.822265625],0.687565923,NG65ZFX,0.604063494
1269,1265,[1058.6416572679734 733.7837493156618 1406.5980298601355 1012.2940514874691],[1188.5440673828125 913.7700805664062 1289.1851806640625 962.6376342773438],0.692161322,RC65ZFX,0.330859124
1270,1265,[1060.4592536813618 735.7504764545707 1408.7957429494106 1015.1736679860691],[1194.2960205078125 914.43603515625 1289.6514892578125 963.107666015625],0.698720753,OG65ZFX,0.36617715
1271,1265,[1063.1528791513583 737.956223049365 1409.3618273262846 1018.5781052324705],[1193.7042236328125 919.4163208007812 1292.3131103515625 967.4895629882812],0.679712713,NG65ZFX,0.652500804
1274,1265,[1059.0404399986164 745.7157219451017 1410.8084407577958 1030.3776306754876],[1198.553955078125 931.7882080078125 1295.3104248046875 975.232177734375],0.686412275,NG65ZFX,0.448553822
1275,1265,[1063.6950173198225 747.926956105692 1414.1736251729149 1033.2069987838656],[1198.9410400390625 933.5906982421875 1298.66064453125 980.4576416015625],0.70079875,NG65ZFX,0.283879677
1281,1265,[1061.5770888329737 761.4418828073482 1422.922621507165 1050.1617136258683],[1206.4420166015625 954.145751953125 1303.5360107421875 998.80078125],0.678657711,NG65ZFX,0.27187094
1283,1265,[1065.257800883312 765.915076266983 1428.7820401298086 1055.0496201535727],[1207.8206787109375 957.814453125 1308.9364013671875 1006.154296875],0.721907437,NG55ZFX,0.528686526
1288,1265,[1072.2031256636094 781.2946666515154 1437.4915928944567 1070.2358960483841],[1208.2525634765625 973.3416748046875 1312.2095947265625 1020.977294921875],0.69416064,OG65ZFX,0.275435835
1290,1265,[1072.3031547853243 785.2902310431077 1443.634559882163 1073.3188883323226],[1215.9232177734375 982.9308471679688 1313.2247314453125 1028.1029052734375],0.704365134,NG65ZFX,0.486174016
1292,1265,[1074.0961673945753 790.4518601931762 1448.388066195097 1074.7055090678227],[1218.7679443359375 987.1602783203125 1316.873046875 1034.669189453125],0.724821091,OG65ZFY,0.342623138
1295,1265,[1077.1775044754581 799.0549207599194 1454.4773421200962 1077.8757624279342],[1215.50390625 998.3267211914062 1321.3187255859375 1045.360595703125],0.706246912,NG65ZFX,0.300537315
1296,1265,[1076.0801097960361 802.038922658038 1454.2508621878474 1078.2272369467596],[1221.76025390625 1003.8213500976562 1322.33935546875 1048.187744140625],0.704752326,NG65ZFX,0.781426737
1297,1265,[1076.0244175032076 803.4714051726135 1454.6085382347728 1077.2423974184496],[1222.689453125 1005.33837890625 1323.2015380859375 1051.55419921875],0.707549036,NG65ZFX,0.560452027
1298,1265,[1081.3120653784197 804.1833034259881 1460.6284317913485 1076.4416248396392],[1221.3350830078125 1008.1331787109375 1323.221923828125 1055.2247314453125],0.713646054,NG65ZFX,0.25697436
1299,1265,[1086.7961767139377 805.6067306279856 1465.4879995989413 1075.566517761742],[1223.782470703125 1011.4575805664062 1329.9290771484375 1060.6114501953125],0.707814932,NG65ZFX,0.462135652
1300,1265,[1088.3340761823774 807.0941178043781 1465.79215971526 1075.534133088028],[1222.7325439453125 1013.0128784179688 1331.8948974609375 1064.255126953125],0.704091191,NG65ZFX,0.405047938
1301,1265,[1088.3076711054023 810.7292689481515 1466.4021830845159 1076.4077805032023],[1226.474609375 1018.6640625 1333.0665283203125 1067.0782470703125],0.686320543,NG65ZFX,0.56267676
1302,1265,[1091.530936247397 814.1469934485884 1471.4749635816659 1075.9474435010125],[1229.9188232421875 1026.8016357421875 1332.3692626953125 1072.6573486328125],0.699629128,AG65ZFX,0.422651477
1303,1265,[1090.0387572219236 817.8124675413932 1472.852092509255 1075.657754696523],[1230.75 1028.3201904296875 1334.146728515625 1075.1121826171875],0.722012758,NG65ZFX,0.587430639
1304,1265,[1087.5106076539398 821.3641411003657 1473.9700202611036 1076.1035520058613],[1231.550537109375 1028.40673828125 1335.9649658203125 1076.0107421875],0.722877681,CG65ZFY,0.168310234
1364,1536,[431.02735515426843 585.5186880404699 801.6980931176718 935.5292051851118],[569.3467407226562 826.5057373046875 664.201416015625 873.184814453125],0.646417618,RL64OGX,0.119561492
1376,1536,[420.56397352998397 616.3838268925964 796.414653546693 971.3606622678941],[551.918701171875 858.427734375 649.8860473632812 906.9114990234375],0.663241565,ML63OCY,0.147707547
1378,1536,[415.6354987260246 619.1380152014652 795.4446531110542 979.4377647216342],[543.6963500976562 864.3541259765625 646.2599487304688 911.605224609375],0.679232776,AL64OGX,0.21230717
1380,1536,[407.14073684769585 620.919567796069 787.9650024566753 985.186543447121],[544.7371826171875 874.6882934570312 642.5197143554688 921.3939208984375],0.65605849,NL64OGJ,0.111870511
1384,1415,[1114.8187958774706 665.0405297323064 1428.7022945998256 948.8831456761604],[1227.773681640625 864.7728881835938 1313.50439453125 902.5907592773438],0.573047936,LP14LMA,0.140534105
1385,1536,[396.7247934832348 629.6472233014852 785.1303748179232 1001.8507570570318],[536.937255859375 889.0632934570312 638.120361328125 936.1375122070312],0.691668808,NL64CGY,0.659157938
1387,1536,[391.6487504522977 635.2514269097285 781.4082656537842 1010.7802314940875],[533.1510009765625 893.6029052734375 641.05908203125 945.2908325195312],0.685620487,NL64OGX,0.880290779
1391,1415,[1119.1100083941706 674.4813584972812 1432.0404812429929 965.7115422813001],[1238.8165283203125 877.94384765625 1333.7567138671875 922.7889404296875],0.652524114,LP14LJI,0.59585726
1395,1415,[1123.3073090258558 683.7028494344918 1437.3930330518215 977.792329522199],[1243.4462890625 886.42822265625 1339.1939697265625 930.00732421875],0.682666123,LP13LJA,0.719061393
1398,1415,[1125.523974173026 689.9393910536245 1443.6980135406648 985.8542817683514],[1246.19091796875 892.7581787109375 1341.2054443359375 932.4005126953125],0.661958039,LP44LJA,0.333478448
1400,1536,[365.92824312023157 670.891292698145 765.257288611801 1058.2638767144338],[513.0371704101562 939.4026489257812 618.6210327148438 988.9330444335938],0.697514176,NL64OGY,0.226782101
1402,1536,[360.56265304274257 675.4446566831066 763.3780701737564 1065.0596295952594],[512.0628662109375 944.0390625 618.9058227539062 994.9141845703125],0.674539924,NL64OGY,0.347758261
1406,1536,[352.59865882024 681.8471733899447 762.6867831604895 1074.7020925980364],[508.0736389160156 957.7871704101562 614.1500244140625 1008.5897827148438],0.72335428,NL64OGW,0.061282832
1407,1536,[352.0345282827116 684.2992332840274 765.388557268438 1075.406331710781],[503.88482666015625 962.9864501953125 614.404541015625 1013.353271484375],0.705128729,NL60OGY,0.04199967
1408,1536,[346.4988718334104 685.38742681623 765.7741401173935 1075.0394136966947],[500.513671875 962.9851684570312 614.46484375 1016.1589965820312],0.701752961,NL60OGX,0.096787592
1410,1536,[335.3416769463162 691.950856870131 762.6317652623695 1075.364929033372],[497.7247314453125 972.1016235351562 612.0756225585938 1025.4698486328125],0.693821013,NL64OCX,0.169412595
1411,1536,[334.6230872330609 694.1088089794001 762.7315547174755 1074.9794871695494],[497.6243591308594 974.3359375 609.8582763671875 1026.287353515625],0.697350204,NL60OGX,0.053290058
1414,1536,[330.8920255774585 702.3354681540656 758.7077544293431 1075.151343779134],[492.5461120605469 986.3594970703125 605.6303100585938 1038.6651611328125],0.694381893,NL64OGD,0.044138469
1416,1536,[327.746772575721 706.8414429442162 755.0561818530689 1074.906549827372],[488.8797302246094 996.6486206054688 600.629638671875 1049.533447265625],0.69418025,NL64OGK,0.093949137
1420,1536,[331.279625245552 716.6684372122803 754.3066911486086 1075.2082871113396],[482.5392150878906 1010.8359985351562 595.2431030273438 1063.5966796875],0.703518093,NL64DGY,0.101710879
1440,1415,[1159.2920486017988 779.142779386397 1511.9141138581908 1074.3221733399732],[1281.968994140625 1005.6058959960938 1391.5850830078125 1053.7862548828125],0.720692098,LP14LJA,0.225033397
1611,1742,[515.6994208694194 526.9382616068815 780.9812300497225 780.4777619070289],[612.5986938476562 694.053955078125 672.3798828125 728.395751953125],0.283869445,LE61UYL,0.050283873
1619,1742,[505.64014202182966 537.1536862569199 777.7134141291936 793.6674977782775],[601.5304565429688 700.5055541992188 672.3693237304688 735.8460083007812],0.472706079,CE61LYL,0.451716888
1630,1742,[495.52964684053313 552.514135455884 772.8685077163716 817.0744193730296],[597.63720703125 723.488525390625 664.3546142578125 759.661376953125],0.403949469,CE51LYL,0.250046111
1631,1742,[494.5544588012684 554.6022884413691 772.0025524739098 821.3962076812605],[593.812255859375 724.9830932617188 657.9374389648438 759.6002807617188],0.538187444,CE61LYC,0.57602869
1636,1742,[483.51502413447537 563.6531685720715 769.7171221027081 834.8878333630389],[591.9242553710938 733.200439453125 659.3263549804688 773.5645751953125],0.299185336,CE51LYL,0.104483305
1638,1742,[481.0266895788426 567.4862290056592 769.7012541111361 838.4944578616505],[586.0179443359375 737.8057861328125 662.5791015625 778.6683349609375],0.315906614,CE61LYL,0.170362608
1640,1742,[478.58816741550334 568.9957634214852 769.2591695434738 839.7395082058915],[580.29296875 736.0662231445312 657.6537475585938 781.7495727539062],0.425679892,CE61WYL,0.231279744
1641,1742,[479.40806280575885 570.3672698113876 769.5421498718342 841.2861683189415],[580.0861206054688 743.7918090820312 659.6271362304688 782.9910278320312],0.497684181,CE61TYL,0.041535497
1644,1742,[478.3115488378197 574.4042286962658 768.6624085404441 845.8397381334203],[581.3916625976562 747.6671142578125 657.0009155273438 786.2386474609375],0.468116641,CE51LYL,0.427914935
1648,1742,[467.79308461749883 582.1030861925211 765.9812703475664 856.3231251895164],[579.8712158203125 756.2955322265625 660.9864501953125 800.427978515625],0.525826395,CE61LYL,0.219322516
1649,1742,[467.02099959544955 583.7206707184961 765.969946884015 858.2435616971101],[574.556396484375 759.8294677734375 657.8435668945312 801.797607421875],0.466436058,CE61LYL,0.429178094
1650,1742,[465.531026260726 585.1814386112792 765.813899051387 859.6821355047928],[578.0912475585938 759.3936767578125 652.5186767578125 802.4637451171875],0.395102471,CE61MKL,0.184012714
1652,1742,[464.48451763964783 587.6892511850517 765.8237529222973 861.4005207209552],[578.6720581054688 770.6656494140625 654.6409301757812 805.9149169921875],0.312125742,CE61MYL,0.788746612
1653,1742,[464.99857260680085 589.1260826533559 766.0177651437917 863.2850842634972],[570.7207641601562 770.1073608398438 657.4373168945312 808.7426147460938],0.470333666,CE61WXL,0.409093527
1654,1742,[465.1008091237078 590.1062002972976 765.9657864738059 864.5662900823941],[574.494140625 771.11865234375 656.0526123046875 808.7830810546875],0.544016898,CE61CYL,0.387323247
1655,1742,[464.98230472396494 592.4010991244584 765.2656423558922 868.4270610292276],[570.7674560546875 771.4205932617188 656.2800903320312 808.0801391601562],0.496718109,CE61UYL,0.299045823
1656,1742,[460.6981950016373 594.0010539776176 762.7521663365078 871.4831640590746],[571.3192749023438 772.782958984375 658.0079956054688 815.9063110351562],0.617076099,CE61LYL,0.512520028
1657,1742,[459.0032847446 595.567386693665 761.9903331486914 874.4565894088978],[573.8592529296875 774.6689453125 648.9515380859375 814.7490844726562],0.534020841,CE61NYL,0.286858959
1658,1742,[457.77095499121526 597.0294926357143 761.5684794084763 876.4076108207804],[579.5745849609375 777.7540283203125 649.6827392578125 818.6621704101562],0.316460609,CE61WYL,0.459853532
1659,1742,[454.48896500984455 600.1572984770563 760.4080450065046 879.947368139567],[579.4677124023438 783.8382568359375 645.0452880859375 822.583740234375],0.264830232,CE61LYL,0.244313612
1660,1742,[452.9109089253326 601.9234277921116 760.0123081460198 882.1284831277394],[569.4115600585938 783.1644897460938 643.3076171875 823.2239379882812],0.305821896,CE61LYL,0.597173817
1666,1742,[447.2639379369847 609.8882550696266 759.2850847026899 889.8251880031484],[566.3151245117188 798.2556762695312 637.9959716796875 835.6791381835938],0.467383176,CE51UYL,0.062079964
1667,1742,[444.97370313148156 614.3020823547103 758.2757485981543 895.4329826543154],[558.2304077148438 797.124755859375 632.5507202148438 840.1730346679688],0.556550741,CE51WYC,0.150614272
1669,1742,[442.194572003963 617.3355402751272 757.3399009221664 900.6180244887091],[561.4407348632812 806.6398315429688 644.3031005859375 848.7343139648438],0.424319744,CE61CYL,0.309558611
1672,1742,[440.6359133394043 621.4451462615971 755.7623373625569 909.0861002151814],[558.32080078125 813.5972900390625 636.2060546875 851.2474365234375],0.51370132,CE51MYL,0.278104393
1673,1742,[439.34808799234025 624.2522927455526 754.5003909871339 913.8116281900167],[553.6155395507812 817.3920288085938 635.203857421875 857.27001953125],0.57585448,CE61GYL,0.059869189
1674,1742,[439.26742572070447 626.2878085045488 753.8829544588848 917.8804280097866],[549.91015625 820.6904296875 632.0635375976562 856.87060546875],0.575419247,CE61MYL,0.124127528
1677,1742,[433.8526070246945 631.7367950733833 750.6056820339519 926.3008885566787],[558.9849853515625 825.0602416992188 636.356201171875 866.5706176757812],0.530653894,CE61MYL,0.077232656
1678,1742,[434.51754746249725 633.6738597757319 751.770680114126 927.7835834896928],[551.7088623046875 826.9500732421875 638.4021606445312 870.053466796875],0.480678678,CE61WYL,0.453569891
1679,1742,[431.3490544682116 636.7464704242049 749.7035067024203 931.3167466358199],[544.3532104492188 831.0244140625 631.5654296875 872.9572143554688],0.53705585,CE61CYL,0.48578967
1683,1742,[431.6928978310252 644.514357995082 749.832233175727 941.179553618691],[548.5541381835938 842.7321166992188 628.8967895507812 881.0839233398438],0.459867775,CE61CYL,0.496428455
1685,1742,[431.7201917033364 649.7462529103382 749.9584580815986 946.7368419850461],[541.9537963867188 843.8999633789062 627.2953491210938 885.6904907226562],0.607730031,CE61CYL,0.266179389
1686,1742,[429.09569307166953 651.2146619008397 748.326600579431 947.6427342145919],[545.2416381835938 848.1536865234375 624.93701171875 888.66357421875],0.605610907,CE61CYL,0.223586717
1687,1742,[425.76182602095685 652.8450011309317 746.7191846100292 949.2827141320467],[541.7276611328125 849.5493774414062 616.0910034179688 888.5748291015625],0.526682436,CE61LYC,0.616660757
1689,1742,[421.8132766746319 657.588401480856 745.173834634769 954.0677842694638],[532.4500122070312 855.4974975585938 614.0723876953125 897.9977416992188],0.536873221,CE61LYL,0.353958714
1691,1742,[419.48350067654934 661.9278008237359 744.8157140053702 959.4165295172456],[537.3754272460938 861.4227905273438 627.8868408203125 901.2658081054688],0.531614065,CE61MYL,0.158582805
1692,1742,[418.8645452819514 664.8493161895431 744.8369936623706 965.0260085394918],[543.0787353515625 866.5885620117188 619.9034423828125 902.7442016601562],0.598363698,CE61QYL,0.548591209
1693,1742,[415.06903167324685 665.5351396934196 743.3575649183633 968.3732832853369],[540.1802978515625 867.7950439453125 618.4214477539062 903.3314208984375],0.552555084,CE61LYL,0.645006459
1694,1742,[410.2177347800175 666.3565497962365 741.5228574372557 971.0072992919415],[522.1056518554688 865.8297729492188 614.87353515625 909.6377563476562],0.611211002,CE61WYL,0.469943144
1695,1742,[409.6923300847716 667.315364589706 742.0812212873489 972.842358744397],[524.5357666015625 870.4385986328125 615.5338745117188 914.8942260742188],0.570063889,CE61CYL,0.647152032
1696,1742,[410.95280596534326 669.6479855015504 743.2831323544806 976.0019937962512],[524.0978393554688 870.1492309570312 610.2332153320312 913.1962280273438],0.618975759,CE61WYL,0.354210306
1697,1742,[408.15111223537554 672.5466528513057 742.1422808721483 979.408070890117],[532.8609008789062 875.232666015625 614.7072143554688 919.1723022460938],0.549680293,CE61NYL,0.388612835
1698,1742,[406.80890333714353 673.5047030950703 741.6394068140586 980.477646017475],[525.0452880859375 877.8762817382812 617.2652587890625 922.2500610351562],0.575785756,CE61CYL,0.474249287
1699,1742,[406.14627890783356 674.2140106082614 741.7067882685122 981.2734805464576],[523.69580078125 875.8987426757812 612.150146484375 923.0396118164062],0.514489353,CE61NYL,0.093294849
1700,1742,[404.5459707889887 676.0516033337688 741.2444613602285 982.5226256357832],[520.965087890625 882.2448120117188 614.9437866210938 926.5940551757812],0.382394433,CE61CYL,0.398802083
1701,1742,[404.69244005505584 682.2144839037304 741.8325657379919 989.6462109339897],[522.6004638671875 889.8847045898438 603.7614135742188 925.736572265625],0.400433451,CE61CYL,0.381385598
1703,1742,[399.59561360544416 686.5763331974013 739.7863516029506 993.9399054354933],[521.6636962890625 889.2249755859375 604.9373168945312 932.80224609375],0.563256979,CE61WYL,0.376379598
1704,1742,[396.78640917050103 689.6139502823733 738.8578231230852 998.0594702093479],[521.7685546875 893.085205078125 615.7276611328125 937.8649291992188],0.653550744,CE61ZYL,0.205653838
1705,1742,[394.36750671765105 690.9511641642168 738.7416048505648 1000.3613089539604],[519.402099609375 893.841796875 610.707275390625 939.6637573242188],0.644881904,CE61WYL,0.170882112
1706,1742,[393.8201129483566 692.1872104040108 738.9811364422567 1001.9324271908231],[517.3533935546875 899.8350830078125 615.2210693359375 946.4552001953125],0.578840315,CE61UYL,0.187275093
1708,1742,[391.90330713892433 696.5861386985857 737.6497947608478 1008.74161807561],[515.2739868164062 904.3189086914062 610.0116577148438 948.9277954101562],0.464516044,CE61UYL,0.55545454
1710,1742,[385.3154355347406 700.7134475883565 733.7161614826448 1015.4032433792565],[514.4859008789062 914.808349609375 610.8890991210938 954.874755859375],0.512415111,CE61OYL,0.044247553
1711,1742,[378.49988283157177 701.9142191165186 731.0704147571223 1017.8228595098917],[508.2173767089844 913.5582275390625 610.6248779296875 956.133544921875],0.632217467,CE51UYL,0.445868738
1712,1742,[377.0331344929398 704.2235687737509 731.5520122746316 1022.7271599128428],[508.7493896484375 914.9864501953125 608.9730834960938 961.8160400390625],0.563131571,CE61LYZ,0.134862389
1713,1742,[374.5504541975961 707.2176627457 730.0442013667109 1028.0759337141303],[509.6531982421875 919.6126098632812 602.2052001953125 964.7810668945312],0.602832973,CE61CYL,0.297374636
1714,1742,[375.94096850167716 709.0942963316404 731.3823990778626 1029.7442318591195],[507.5917053222656 922.2281494140625 603.6002197265625 968.1881713867188],0.554581404,CE61MYL,0.415453038
1715,1742,[377.3142992091625 710.6049330062749 732.080683906896 1031.2099665358744],[507.4201354980469 925.0948486328125 604.1792602539062 968.0292358398438],0.561294019,CE61UYL,0.427241294
1716,1742,[377.7546100469593 712.9713464109227 731.8442210667372 1035.2850654416507],[502.26947021484375 925.8160400390625 593.7119750976562 970.260498046875],0.484959155,CE61MYL,0.461345059
1717,1742,[376.20592612091764 713.9723310857208 730.1301785000226 1039.1475946958535],[501.6592712402344 928.9530029296875 593.6629638671875 972.630615234375],0.350067049,CE61LYL,0.516296643
1719,1742,[370.9859262167096 719.1523766142018 726.351216867227 1044.3478890280323],[497.9440002441406 940.150146484375 595.3577270507812 981.4109497070312],0.571627021,CE61MYL,0.360618703
1720,1742,[367.53098897154985 720.8608206354111 724.6486617075801 1044.8477875498836],[501.0757141113281 939.700927734375 586.9607543945312 981.2021484375],0.608292937,CE61MYL,0.213304431
1721,1742,[366.6187397586756 722.6952375222007 725.5040952118155 1047.2297896072819],[498.67803955078125 942.0619506835938 591.145263671875 986.40771484375],0.676109076,CE61MYL,0.356091341
1722,1742,[366.1701849427458 724.4808619806518 724.9935383686842 1047.7631781328969],[499.8441467285156 947.177490234375 594.4212036132812 991.7902221679688],0.606031239,CE61VYL,0.224172895
1724,1742,[362.3397363535762 731.4171115610219 723.0328194845156 1052.0687613730588],[493.6339416503906 951.1552734375 590.7722778320312 995.253662109375],0.593170345,CE61MYL,0.248493349
1725,1742,[361.9211007179359 735.6825811888147 723.1014150413271 1056.9815824350765],[501.2315368652344 953.827880859375 590.083740234375 998.935546875],0.496742994,CE61WYL,0.358414124
1726,1742,[359.872503814386 737.3430432915236 722.3480553811132 1058.8171692843646],[495.2221984863281 959.28662109375 589.027099609375 1000.392333984375],0.589567482,CE61KYL,0.620210792
1728,1742,[351.54425218259524 744.4177834032048 719.2089406106045 1068.863791192257],[489.0519104003906 962.2694702148438 580.3548583984375 1006.7880859375],0.648057222,CE61LYL,0.18844421
1730,1742,[348.58938989406977 747.3820349419834 718.9837919113394 1072.9075831801592],[487.1654052734375 966.6271362304688 590.2272338867188 1015.4705200195312],0.670697808,CE61LYL,0.33709238
1731,1742,[349.03222587070314 748.7772721079044 719.241250570044 1074.0167919920423],[482.18719482421875 970.5267333984375 587.4192504882812 1017.29443359375],0.642602623,CE61MYL,0.181431193
