frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
204,1,[1051.0577867249253 782.6427752407674 1417.5623182747331 1075.5533147280344],[1171.8319091796875 972.0062255859375 1301.052001953125 1018.672119140625],0.525918543,AP05JEO,0.301045844
205,1,[1052.7312710137007 784.7750498189127 1420.2343096636437 1076.4864112007597],[1176.2777099609375 979.5494384765625 1303.6376953125 1021.38427734375],0.532374203,AP05JEO,0.252972783
206,8,[445.62734664188133 708.6545794477493 756.3858827645199 972.2501788864404],[549.0355224609375 865.6393432617188 645.5506591796875 911.0714721679688],0.6383968,KH05ZZK,0.370980159
206,1,[1051.1169720810656 789.152135517968 1420.7128960871944 1078.2887262553534],[1187.6590576171875 983.9426879882812 1314.697265625 1028.697509765625],0.579482257,AP05JEQ,0.124711977
207,8,[442.74278318584084 711.2725762093766 755.4687288189491 975.8749604980563],[545.4554443359375 871.916259765625 643.7510375976562 917.0852661132812],0.628102481,KH05ZZK,0.308987051
207,1,[1051.293041991628 792.418316677747 1423.8600834501553 1078.6223307685755],[1185.057861328125 986.3916015625 1294.248046875 1028.5955810546875],0.606470287,AP05JEO,0.484185621
208,8,[438.0318811635766 712.5031409130509 753.5849869613758 978.6738321819607],[542.0111083984375 872.794189453125 641.342529296875 919.7138671875],0.653272867,KH05ZZK,0.071536979
208,1,[1049.5679597923615 795.2528046213484 1424.9357761208646 1078.3316497875355],[1193.8612060546875 992.2194213867188 1317.8851318359375 1037.7034912109375],0.308966994,AP05JEO,0.529960005
209,1,[1053.3053853770386 797.8000116670249 1427.292168775842 1077.7537887296787],[1187.9205322265625 995.842529296875 1324.2158203125 1045.75048828125],0.436673641,AP05JEO,0.436178557
210,1,[1055.0677117632208 800.75545762417 1430.4167497780345 1077.0771086422342],[1186.569580078125 1003.6007080078125 1317.5115966796875 1050.8514404296875],0.641436517,AP05JEO,0.301045319
211,1,[1055.7041956973885 803.6779137906102 1432.0837930669172 1075.559076641746],[1193.6881103515625 1003.4426879882812 1324.810546875 1050.1063232421875],0.613514185,AP05JEO,0.180964333
211,8,[438.9003462017682 721.5938064131667 753.3222415969522 992.874040353207],[535.4874267578125 885.0137329101562 640.0807495117188 930.1170043945312],0.595916212,KH05ZIK,0.413580935
212,1,[1055.7648334592654 806.1570533656773 1431.671707115142 1076.7830577049237],[1191.5042724609375 1005.9210205078125 1319.9315185546875 1051.103515625],0.530043483,AP05JEO,0.315634688
213,8,[432.0552010677927 727.0183319822029 750.3629662060821 1000.5220051640033],[534.3086547851562 892.8543090820312 635.4706420898438 937.5120849609375],0.666398883,KH05ZZK,0.133508324
213,1,[1057.5969044474878 810.4775111776295 1434.1180522686386 1078.023908514468],[1189.1854248046875 1008.7957763671875 1310.1221923828125 1056.733154296875],0.585247755,AP05JEO,0.436025746
214,1,[1057.0694635843142 813.7432784671475 1432.4560219778755 1080.070552924034],[1190.248291015625 1013.6195068359375 1324.4832763671875 1061.886474609375],0.621223569,AP05JEO,0.272387332
215,8,[428.24582358992836 733.7063886730239 749.4771346704227 1009.2864517094979],[528.8903198242188 900.0547485351562 630.9474487304688 948.3821411132812],0.654566824,KR05IZK,0.373087917
215,1,[1056.6591716005032 817.0613184404737 1431.9448144491198 1080.2170641653095],[1193.578125 1016.9738159179688 1327.0616455078125 1066.08154296875],0.516924918,AP05JEO,0.259346294
216,8,[424.61549320594037 736.2663894362518 747.278608656884 1013.3389120762904],[525.3069458007812 902.5878295898438 625.5923461914062 951.4676513671875],0.626137316,KR05ZZK,0.071325567
216,1,[1057.1224511212426 821.1908645303886 1432.359954697054 1080.1698511978134],[1189.7266845703125 1026.7276611328125 1335.593017578125 1070.5924072265625],0.625254691,AP05JEO,0.275477476
217,1,[1057.7030458215588 824.5442826680529 1433.848125984209 1079.7612004751325],[1189.14013671875 1027.231201171875 1334.6368408203125 1075.7208251953125],0.668702662,AP05JEO,0.340558103
218,1,[1060.9104313175962 828.1948103276004 1436.4345919349325 1079.5296239275629],[1193.128173828125 1038.9405517578125 1342.9921875 1078.578125],0.442233056,AP05JEO,0.174438903
220,8,[414.5714362249282 751.5623034008605 743.2468966974482 1030.499085738957],[523.6535034179688 916.7184448242188 622.0261840820312 961.0709838867188],0.636429608,KH05ZZK,0.104335786
221,8,[414.4789029962947 755.0011361542906 743.3013074200574 1033.696693553768],[518.2115478515625 922.0995483398438 622.7889404296875 969.9417114257812],0.631728053,KH05ZZK,0.187073655
222,8,[411.66799933532263 759.2363290396169 740.9938380646246 1038.9223694482682],[512.865234375 925.81787109375 619.1725463867188 974.0386962890625],0.595286131,KN05ZZK,0.355504777
229,8,[388.56016151756324 779.4524017029115 728.5976351745794 1066.6573689810518],[503.68304443359375 948.9406127929688 609.0350341796875 1000.2383422851562],0.644114494,KH05ZZK,0.064605748
230,8,[385.597827153121 781.9664362090845 727.3609742534634 1069.690856940784],[502.60577392578125 956.146728515625 603.0481567382812 1003.663330078125],0.652965784,KH05ZZK,0.335022057
233,8,[383.53620359211504 791.2232958053181 722.4583516424816 1077.0025059695674],[494.564208984375 968.0006103515625 602.3516235351562 1018.540283203125],0.672488153,RH05ZZK,0.203809207
234,8,[378.0846328281002 794.1262570606992 720.4530010096134 1077.0159722919407],[489.8551940917969 973.5673828125 601.0911865234375 1024.6268310546875],0.662537456,KH05ZZK,0.181593147
235,8,[372.5712303244668 796.7947167054745 718.5802479103202 1076.9429907909685],[490.37548828125 976.2258911132812 599.895263671875 1025.864990234375],0.672443867,KH05ZZK,0.570809964
235,11,[1125.136761097061 685.4396649601063 1428.6768868139457 940.6476459631133],[1242.076171875 847.730712890625 1328.1697998046875 887.63232421875],0.524409354,IR02FKD,0.088833755
237,8,[373.9939932052506 804.7840777541161 720.3314860539837 1078.68512271507],[485.3931884765625 984.45947265625 597.037353515625 1037.042236328125],0.702280939,KH05ZZK,0.440737044
238,8,[372.2700791752951 807.0886193263849 718.9461882775432 1078.1593992439105],[482.97564697265625 987.5225830078125 592.644287109375 1039.6190185546875],0.711841583,RN05ZZK,0.706237501
239,8,[371.3493674673384 809.1817251728943 721.4138610588709 1077.7649773412431],[479.89947509765625 992.1949462890625 594.6223754882812 1044.7166748046875],0.687076688,KH05ZZK,0.109770457
240,8,[368.28805977774806 812.6524208513422 722.5457068393414 1077.7451659958917],[480.1417236328125 996.9364013671875 595.0457153320312 1049.5440673828125],0.680825472,RN05ZZK,0.136941779
241,8,[365.7418295320293 815.4033466897498 724.3860488130093 1077.3134710707404],[478.08050537109375 1003.9423828125 590.3486938476562 1054.3558349609375],0.689492106,RN05ZZK,0.131751881
243,8,[364.8968933964613 823.0151570974983 723.03375281643 1076.6893887629433],[475.6945495605469 1012.7337036132812 588.1165161132812 1065.098388671875],0.67397052,RH05ZZK,0.366674815
244,8,[365.2836226907955 826.0339926587063 723.4336035368619 1076.0979091062895],[475.1937561035156 1014.3212280273438 589.1863403320312 1066.9052734375],0.680950463,RH05ZZK,0.494000035
249,312,[1155.6392603726251 553.4161270946557 1428.367282045616 775.892682531114],[1264.9981689453125 695.7662353515625 1328.611572265625 733.6646118164062],0.363295645,EY61RBC,0.047111144
250,312,[1157.011234496888 560.2722248387437 1432.0710823231652 789.8627974098944],[1264.4178466796875 697.0302124023438 1330.3553466796875 734.9921875],0.484940201,EY61NBG,0.041614009
257,312,[1162.297317578533 572.7749067912418 1437.8280610527115 811.3350555909951],[1271.9095458984375 709.3773193359375 1341.9510498046875 752.3446655273438],0.253832817,ET61NBG,0.288291206
261,312,[1164.3775650861994 578.9990225950489 1441.9230615600954 820.4459862546012],[1274.2093505859375 717.5297241210938 1342.3790283203125 760.2423706054688],0.256323785,EY61MAG,0.183620131
262,312,[1165.3748900991463 580.3684784271304 1443.6416769047205 821.5730259747213],[1274.104248046875 715.95849609375 1339.822265625 761.290283203125],0.34671694,EY61NBC,0.215821046
265,312,[1166.9387638441467 586.0311723419686 1450.0186857070935 828.3300723074003],[1279.2998046875 723.5357666015625 1344.0609130859375 774.3978881835938],0.351223618,EV61NOG,0.1507238
266,312,[1166.4885254535548 589.212160780612 1451.0161264660296 833.5120923242931],[1284.52734375 724.5642700195312 1348.6292724609375 772.5582275390625],0.290012985,IY61MAG,0.055281829
269,312,[1166.4838152916986 595.4579342444898 1455.6640886252026 848.836730433245],[1282.197509765625 717.3069458007812 1348.855224609375 774.0678100585938],0.301488459,EY61RBG,0.453279003
272,17,[461.45426523596313 741.4512161525886 775.9183603372509 1029.0038554493435],[563.4278564453125 935.0974731445312 657.9855346679688 978.7789306640625],0.266189754,FJ14ZHY,0.065536979
275,312,[1171.0511990417726 604.1333189974794 1465.6552597476402 865.6700337915586],[1286.006591796875 727.4939575195312 1351.7623291015625 793.2738647460938],0.374199539,EY61NDC,0.07290684
276,312,[1169.5965379433053 605.9569122604063 1463.584374998207 867.3106165007817],[1284.89306640625 752.1392211914062 1357.8056640625 800.6841430664062],0.3080118,EY61NBG,0.413630633
277,17,[448.8765473797409 760.7461597375642 770.9267491432868 1050.407754509133],[552.2703247070312 946.9140014648438 652.0933837890625 996.2266845703125],0.646479964,FJ14ZHY,0.358042269
278,17,[448.47048612231686 763.4880174425383 770.2461551904731 1052.162833480383],[551.5148315429688 948.935546875 650.6375122070312 999.3470458984375],0.683271885,FJ14ZHY,0.378338195
278,312,[1170.5756527556903 610.1525649074754 1463.671631424256 871.0412010427071],[1282.641357421875 742.97021484375 1359.22607421875 801.1798095703125],0.394919813,EY61NDG,0.366802883
280,17,[438.45690127234093 771.3453833859389 765.4563069224987 1062.051103995722],[551.12451171875 955.4622802734375 651.554443359375 1005.9744873046875],0.70020622,FJ14ZHY,0.416240188
280,312,[1172.2416739790503 614.9984335870408 1469.020610395581 874.4465845299255],[1282.5633544921875 755.2987670898438 1363.3377685546875 804.977294921875],0.462177575,EY61NAG,0.247902099
281,17,[434.03293422081765 773.4996475659326 763.8537013422106 1065.8471821964704],[548.50537109375 960.1624145507812 645.1704711914062 1008.3858032226562],0.707461715,FJ14ZHY,0.610042173
283,17,[429.8720410788429 779.211711208592 764.1874612543387 1074.0529428043933],[545.0138549804688 966.9170532226562 645.90478515625 1019.3269653320312],0.683493555,FJ14ZHY,0.353452342
284,17,[427.5383689464477 781.527472331976 763.1881183521475 1076.4895846350796],[542.266357421875 973.6871337890625 645.927978515625 1022.6949462890625],0.698258102,FJ14ZHY,0.300863962
284,312,[1172.8805064555286 620.9039058898531 1477.5004619193392 884.4881227666631],[1283.8428955078125 768.989501953125 1367.962646484375 818.8919677734375],0.591002226,EY61MBG,0.208905207
286,17,[423.75528769614004 785.8764195947892 762.053340043455 1077.5936046909392],[539.9110717773438 981.0053100585938 643.3203735351562 1032.0440673828125],0.700655341,FJ14ZHY,0.496938674
286,312,[1173.0664596426595 624.3116726251119 1480.5238489713593 890.7838777407931],[1288.217041015625 779.6801147460938 1368.5958251953125 823.9649047851562],0.523101449,EY61NEG,0.271366131
287,17,[422.87579596854084 788.5808294808577 761.6528279669651 1077.349462173853],[538.36669921875 985.3702392578125 640.56591796875 1035.7462158203125],0.716068268,FJ14ZHY,0.513012353
287,312,[1172.8724030223602 626.4697068086081 1481.0645423809442 894.1538047337843],[1287.165283203125 767.6127319335938 1369.923095703125 825.3206176757812],0.577637613,EY61NBG,0.636490451
288,312,[1173.04202235453 628.7830088327227 1480.8413073951722 897.0524369267581],[1288.423583984375 780.9406127929688 1371.6490478515625 828.5791625976562],0.389902472,EY61NBG,0.467543681
289,17,[418.94901561454367 794.4219852450012 761.0662220268193 1077.6267115991025],[533.7197265625 994.6796264648438 643.3053588867188 1046.7210693359375],0.694682598,FJ14ZHY,0.301437792
290,17,[421.91514019462534 798.125402505342 761.5112379153416 1076.9324404176175],[532.969482421875 1000.4183349609375 639.816650390625 1049.4013671875],0.700983226,FJ14ZHY,0.633663391
291,17,[419.12685703591126 802.218773686337 759.5450459388925 1076.010798172427],[528.2122802734375 1005.26806640625 633.423583984375 1054.723388671875],0.718277216,FJ14ZHY,0.748914713
291,312,[1174.6634561738667 636.4631043857958 1485.4541472590306 907.5343750940006],[1289.700439453125 793.4346313476562 1367.5709228515625 833.6724243164062],0.600886941,EY61NBG,0.236795962
292,17,[414.4675032779173 805.4522187739688 756.9364593860375 1075.7995497649977],[531.0957641601562 1008.0485229492188 633.8893432617188 1056.0634765625],0.713342965,FJ14ZHY,0.522082756
293,17,[410.6091709992676 808.4483663728809 755.5187412938759 1076.4432766120608],[526.7077026367188 1010.2443237304688 634.3220825195312 1061.372802734375],0.721663117,FJ14ZHY,0.323353197
294,17,[408.60058136635683 813.5138406538349 754.8421835691702 1079.2591042830986],[523.7315063476562 1016.2005615234375 633.2260131835938 1068.0499267578125],0.684827209,FJ14ZHY,0.511573673
294,312,[1174.859751272072 641.1143025121565 1487.2131532713968 915.595621368304],[1292.9024658203125 797.7127075195312 1379.8077392578125 848.4882202148438],0.605887532,EY61NBG,0.298002945
295,17,[408.3551776838114 816.7536441054809 755.0499872356581 1080.696705735763],[523.264892578125 1019.49560546875 631.0017700195312 1068.21044921875],0.700955391,FJ14ZHY,0.382587169
297,17,[402.2747019472404 824.5188662247821 752.8274860794852 1082.1400375828553],[523.7703247070312 1031.1617431640625 627.326171875 1080.0],0.715885758,FJ14ZHY,0.391093146
298,17,[400.78321150169774 827.2107265251993 752.5071198151516 1082.0142537883287],[519.6154174804688 1034.03466796875 626.2223510742188 1080.0],0.716244161,FJ14ZHY,0.447145782
298,312,[1176.4658716519903 650.013307450897 1490.0185388890782 925.7356226165766],[1295.6275634765625 812.7489624023438 1379.49462890625 855.0536499023438],0.49262473,EY61NBG,0.512040109
299,17,[397.85900668635105 830.6891777891237 751.5826275389957 1082.1038722967298],[516.0111694335938 1040.61279296875 621.2083740234375 1080.0],0.676631808,FJ14ZHY,0.524649504
299,312,[1178.2531188335993 653.2948051408725 1491.5657797878162 928.2088473651115],[1294.2022705078125 817.5899047851562 1385.5638427734375 859.108154296875],0.619086862,EY61NBG,0.344457652
300,312,[1179.6224994130757 656.9686320650463 1493.5774477297646 932.8809269938678],[1299.0091552734375 811.318359375 1386.848876953125 863.4375],0.601118565,EY61RBG,0.41004316
303,312,[1182.2079648698798 663.6859054427498 1497.5483538270016 944.8311578849166],[1301.3529052734375 832.5192260742188 1388.703369140625 871.8035888671875],0.506931961,EY61MBG,0.409007597
304,312,[1183.535197869453 663.5934456904962 1499.9491985221748 947.3728666310916],[1299.2607421875 834.2157592773438 1389.391845703125 873.183349609375],0.583735228,EY61NBG,0.674349403
305,312,[1182.6112856690133 665.4492600191172 1499.0065860240757 951.6754801819877],[1300.6011962890625 835.223388671875 1390.6370849609375 876.7555541992188],0.586724579,EY61NBG,0.393473773
306,312,[1182.7963334813765 666.8802482813763 1499.9800260207328 956.1677484994019],[1301.8074951171875 840.8237915039062 1390.4503173828125 881.8276977539062],0.60205549,EY61NBG,0.298463512
309,312,[1186.650253861513 676.4940408376166 1507.73585045082 969.1378116466398],[1309.7017822265625 847.8782958984375 1394.1712646484375 893.3704833984375],0.58976233,EY61NBG,0.701255985
312,312,[1188.806144299391 685.8625539910328 1514.3708867365533 980.2559458144332],[1306.8582763671875 859.2737426757812 1394.4393310546875 901.5396118164062],0.509190857,EY61NBG,0.630706959
313,312,[1188.7916695122033 688.7170071793945 1516.5727950730186 983.9093282324565],[1309.514404296875 863.54150390625 1391.665283203125 901.275146484375],0.413853973,EY61NBG,0.755485075
315,312,[1190.0205167576653 696.7051437998238 1520.7374184406724 993.8770596819296],[1308.301513671875 865.8334350585938 1403.65625 914.6669311523438],0.685054064,EY61NBG,0.282356278
316,312,[1190.2984191121761 697.7776995605748 1521.2316498859393 996.226879129973],[1312.368896484375 859.4598999023438 1404.0570068359375 914.688720703125],0.61258781,EY61NBG,0.83576646
317,312,[1190.3104997688636 701.1988362240899 1523.7692277126532 999.6989629178967],[1307.908447265625 873.00146484375 1405.855224609375 922.639892578125],0.640871227,EY61NBG,0.498730315
318,312,[1191.2605997875596 704.9991303393459 1526.2247663024325 1003.2868117727086],[1312.3114013671875 880.8554077148438 1408.0748291015625 921.5780639648438],0.498683125,EY61NBG,0.229121693
319,312,[1192.4497781144116 707.2912625785129 1529.0389153820176 1005.59890302745],[1310.952880859375 884.8024291992188 1409.7916259765625 927.2546997070312],0.629544377,EV61NBG,0.199236662
320,312,[1192.3996030696223 711.1187940272216 1529.498732554817 1011.225511872254],[1313.4703369140625 890.4856567382812 1407.457275390625 931.15576171875],0.628989339,EY51NBG,0.370002921
321,312,[1192.9174807667766 713.3306540173854 1530.9344646106026 1014.8985195853533],[1314.8218994140625 888.1408081054688 1409.884765625 931.0779418945312],0.634015143,EY61NBG,0.487810921
322,312,[1193.9724961324819 714.3974220634664 1533.1673799450878 1017.4993783687332],[1317.711181640625 891.5657958984375 1413.15087890625 938.5057983398438],0.666530609,EY61NBG,0.448193527
323,312,[1195.0096867479683 716.0116160181444 1534.6775637314913 1021.1175050690697],[1319.819091796875 890.6224975585938 1414.2833251953125 942.987548828125],0.512880504,EY61NBG,0.753599545
324,312,[1195.693353046479 718.83214499201 1534.7523143870335 1025.4082800599833],[1320.7314453125 897.7091674804688 1415.071044921875 944.8972778320312],0.614803612,EY61NBG,0.217828179
325,312,[1196.1019625908737 721.5684755113298 1534.3937872353652 1029.1073011950855],[1326.9613037109375 903.4356689453125 1416.428466796875 946.4293823242188],0.591156244,EY61NBG,0.188248003
326,312,[1196.336627843817 726.3703437878133 1534.1368572309693 1034.873971374729],[1322.39111328125 905.5093383789062 1413.537353515625 952.1475830078125],0.641048372,EY61NBG,0.160890019
328,312,[1197.9198072293527 733.1753395685262 1537.6580004103332 1042.8048755611235],[1320.06396484375 915.43798828125 1413.59130859375 957.4632568359375],0.662835598,EY61NBG,0.403144886
329,312,[1199.883920550279 735.955436072937 1542.6129759208934 1046.1257520073136],[1322.91796875 911.5206298828125 1420.018798828125 966.268798828125],0.665955842,EY61NBC,0.763641075
331,312,[1201.4732514254931 742.36705795509 1548.115572471089 1054.3614140982343],[1328.3695068359375 921.835205078125 1424.2933349609375 970.4209594726562],0.61897558,TY61NBG,0.308870467
335,312,[1204.4084157021828 758.6494830817427 1561.1115830747774 1070.1467019060747],[1330.142578125 939.3929443359375 1429.5816650390625 989.7962036132812],0.660286367,EY61NBG,0.771394908
337,312,[1205.089465541248 761.9427122182828 1565.699143745218 1073.7306654786214],[1332.633544921875 953.0066528320312 1431.6666259765625 994.0559692382812],0.624839544,EY61NBG,0.396277199
339,312,[1206.242952578933 764.7027096190857 1566.9044818049456 1074.8700799102596],[1333.6754150390625 962.1557006835938 1439.1707763671875 1003.9392700195312],0.684431016,EY51NBG,0.289112556
340,312,[1207.8554282391938 765.7788094273845 1570.930828601091 1074.4205786598513],[1336.654541015625 962.4888305664062 1435.740234375 1006.7523803710938],0.687792957,EY61MBG,0.402929828
347,312,[1215.917867586953 791.5039716902586 1584.8005913011466 1076.3603661367615],[1345.200927734375 993.8653564453125 1454.090087890625 1043.9898681640625],0.680315375,EY61NBG,0.879744313
350,312,[1218.5535192585598 802.7995624126772 1593.001548530919 1077.669638423041],[1348.626953125 1007.7676391601562 1454.0946044921875 1053.9625244140625],0.722751796,EY61NBG,0.51244218
351,312,[1219.3896300493145 805.3371758699719 1595.9572745546577 1076.1710965676446],[1347.39892578125 1010.700439453125 1456.8377685546875 1061.6429443359375],0.734291315,EY61MBG,0.491537049
352,312,[1220.7425407734577 807.1246687250292 1601.170862921389 1074.780859804323],[1347.1326904296875 1014.4107055664062 1459.80615234375 1066.885009765625],0.701271474,EY61NBG,0.661419826
376,369,[423.1640379158179 719.2230369034634 749.9726536932567 1003.7976429068686],[531.4671020507812 900.6586303710938 624.7862548828125 945.6524047851562],0.497667164,AV48HVF,0.159099788
378,369,[415.7661670632699 724.9019280954246 745.7139014237346 1009.6817964999279],[526.6625366210938 912.7999877929688 622.7026977539062 954.3986206054688],0.564796865,AV06HVF,0.164234304
381,369,[410.03643437407135 735.4429061158439 742.9636048054219 1026.3673656372166],[520.4187622070312 920.8482666015625 612.6659545898438 966.9899291992188],0.584498882,AV04HVF,0.076979532
393,369,[377.0125475242638 769.0222445774862 722.1982077356612 1075.2837660384191],[497.7572021484375 966.4143676757812 592.9566650390625 1010.6942138671875],0.663271606,AV08HVF,0.611989055
395,369,[371.6306688766722 771.3227368520561 719.3623494814201 1077.5856864261882],[488.46221923828125 969.9091186523438 590.7763061523438 1016.9661254882812],0.66714263,AV08HVF,0.576598286
402,490,[1137.413857270335 449.9076766406971 1498.3206012864375 896.1458068970077],[1283.2811279296875 784.8966674804688 1368.229736328125 828.4585571289062],0.452154398,BC65VSJ,0.184884453
405,369,[338.29013151157983 803.9431466861934 710.4273462396725 1080.0324429064613],[467.3954162597656 1013.7409057617188 565.9859619140625 1059.0506591796875],0.676953673,AV08HVF,0.648896751
409,490,[1134.1002732947557 457.32039053636424 1503.065361379394 912.5971631141841],[1291.117431640625 804.5253295898438 1376.2958984375 846.5535278320312],0.580417275,BC65USJ,0.403086795
410,490,[1131.3698625662196 460.55223488946865 1501.0259768868668 919.7791488603067],[1289.2825927734375 804.857666015625 1378.739013671875 849.609375],0.624889314,EG65USJ,0.327999956
412,490,[1138.491100716008 461.76204208314493 1505.2740086385602 923.0706615135184],[1289.0399169921875 810.1807861328125 1378.97216796875 854.2885131835938],0.60595572,BG55VSJ,0.240057925
413,369,[324.23474158776384 831.2317222923086 699.5754200953129 1080.0965039563337],[450.0589599609375 1049.6181640625 552.9153442382812 1080.0],0.569998562,IV04KVE,0.067985577
418,490,[1148.6824591074849 475.12491346242524 1512.583953792547 946.5077988005185],[1291.6578369140625 829.4212646484375 1381.7054443359375 872.5499267578125],0.61624378,BG65USJ,0.217258791
419,490,[1146.981081084533 477.5597867782984 1512.2419038129901 950.4858371567899],[1291.5146484375 832.4267578125 1383.9169921875 876.0003662109375],0.584292233,OC65USJ,0.466187575
428,553,[1154.9368632288642 490.0251874054013 1532.1470893620512 989.1083534041159],[1294.35205078125 863.0637817382812 1388.5296630859375 905.3155517578125],0.632334828,BC65USJ,0.52750525
428,321,[485.7457677317201 644.4195961948275 747.9066834160473 833.1303774280472],[571.135498046875 772.6058349609375 647.6065673828125 812.7698364257812],0.30732435,MI51KCJ,0.236062323
429,553,[1156.8501881222296 493.45598507292937 1535.5252988325797 992.4407529087956],[1296.3553466796875 864.9268798828125 1388.6558837890625 908.2401123046875],0.645294487,BG65USJ,0.427103264
430,553,[1159.4843837768203 495.8376393118167 1543.4774356475832 995.7212845163908],[1294.9764404296875 869.2161254882812 1387.3157958984375 911.1373901367188],0.615397632,BC65USJ,0.599901445
433,553,[1158.1784004803496 495.6621790099484 1549.7352457473005 1002.3031753932778],[1294.863037109375 877.464111328125 1390.6058349609375 919.9154663085938],0.613483965,OG65USJ,0.214304964
434,566,[1155.8693908640407 504.2587274552449 1556.0852206805894 1003.6308101737854],[1298.1722412109375 882.1941528320312 1391.6058349609375 925.0646362304688],0.624019682,OG65USJ,0.265576427
437,566,[1152.7356834949692 504.6569488866786 1553.7811846015702 1006.4327165277949],[1295.377197265625 895.232666015625 1391.355224609375 938.7103271484375],0.641069889,PG65USJ,0.41123997
438,566,[1154.2454518853629 505.8814638336431 1559.590896948444 1012.9430502200454],[1295.981689453125 894.4235229492188 1393.283203125 941.0652465820312],0.676455259,BC65VSJ,0.282226843
441,566,[1152.3258390309218 513.4566881120388 1563.1874806152066 1030.386808751813],[1296.4476318359375 905.5287475585938 1393.729736328125 952.1071166992188],0.667513549,BC65USJ,0.266191876
443,321,[465.3593639908999 670.3072175572887 734.9872023117764 868.2374670142746],[551.6689453125 801.39990234375 637.177490234375 853.2879638671875],0.275823474,NA54KGJ,0.197094552
448,99,[578.8685791952706 522.3152478711253 842.1331106029385 766.2041883865521],[669.05419921875 668.1753540039062 749.1048583984375 713.4467163085938],0.558887661,FK64OMY,0.169004472
453,566,[1145.6631283960085 536.8835002948185 1566.7476673028712 1072.7356776385272],[1295.136474609375 952.4432373046875 1398.70166015625 999.4383544921875],0.676167905,AO66SUS,0.153149413
454,566,[1141.8517657730686 540.5356961649507 1563.622755323544 1075.570203586116],[1295.0123291015625 953.2816772460938 1399.951904296875 998.7431030273438],0.667243898,BG65USJ,0.587834938
465,99,[564.9290036017303 535.2506999661193 837.026067883616 793.150691923694],[652.3121337890625 693.9371948242188 736.8399047851562 737.089111328125],0.584181666,IK64OMY,0.345771953
467,99,[562.3069927272627 537.2202881830798 835.5095305529139 795.3463315789996],[652.8168334960938 697.2977294921875 735.1134033203125 738.6438598632812],0.484307557,IK64DMY,0.526596202
468,99,[559.8869832224345 538.8077200820735 836.581187346871 797.2209569685394],[655.8270263671875 697.2063598632812 733.9224243164062 743.2744140625],0.584958017,IK64DMY,0.390061223
469,99,[558.8721731567477 539.6612755135639 837.5425671414816 798.1779821999812],[653.8447875976562 697.6210327148438 733.097412109375 742.4857177734375],0.585565805,IK64CHY,0.403791968
470,99,[552.7608614871517 542.1982332388712 831.8630608944234 800.0447413424232],[651.7485961914062 702.1792602539062 725.6149291992188 741.4039306640625],0.484938502,IK64DMY,0.242470494
471,99,[548.8196857562646 544.1358877996539 828.8622659950806 802.2402336506335],[647.9859619140625 700.5101318359375 729.2880859375 747.0472412109375],0.606411517,AK64DMV,0.128279931
472,99,[546.4480196398606 545.8816572641114 827.2082509460745 804.3238320212721],[652.4740600585938 703.086181640625 727.9541625976562 749.6041259765625],0.433215708,IK64DMV,0.245531519
474,99,[545.747586934279 549.5399849032725 827.7689002431797 808.6433232445869],[649.4899291992188 710.2999877929688 727.8425903320312 753.8184814453125],0.563390851,AK64DMV,0.212082592
475,99,[545.7462152580928 549.9436423387076 826.9117728175155 809.7296258487975],[646.845703125 708.1677856445312 724.0557250976562 753.9584350585938],0.555908799,AK64OMY,0.228348203
476,99,[546.183199602165 552.8182915478104 825.4337038933962 812.279258288606],[646.6851196289062 712.4047241210938 725.6207275390625 754.1729736328125],0.560455382,AK64QMV,0.495800545
477,99,[547.0003971808693 552.7574810256249 826.5383097276202 813.4005489960182],[644.7577514648438 716.0784912109375 725.3228759765625 754.9746704101562],0.472160965,AK64DMV,0.455814605
478,99,[547.5531560929853 555.0592405179962 827.4361812257432 815.6654494713025],[642.9734497070312 716.1095581054688 722.02392578125 755.1190795898438],0.517521381,AK64DMY,0.428171969
480,99,[544.2227732887144 558.3794770199654 826.1635796435436 821.4160870515793],[636.3195190429688 718.1630859375 722.8910522460938 761.5200805664062],0.626772404,AK54OMV,0.251819547
482,99,[541.5568417169648 560.6535463289918 825.3572529626576 824.8858739555906],[640.6961059570312 721.8233642578125 720.0699462890625 761.8068237304688],0.592061758,AO64DMY,0.476342249
483,99,[541.5094979519798 562.1052503854843 826.3528069364139 826.5018009234119],[637.3929443359375 721.1514892578125 720.5484619140625 764.4885864257812],0.613650084,AN64DMV,0.250713178
484,99,[540.480722625207 563.4465787800775 826.4621257200082 828.0724142162544],[629.536376953125 720.748779296875 717.2719116210938 765.3677368164062],0.619642377,AK64DRV,0.514652992
485,99,[538.9446580975557 563.9064716836102 825.9909625718642 829.60508942573],[628.2379760742188 723.9116821289062 715.7947998046875 766.5628051757812],0.596567512,AK53OMY,0.092480146
486,99,[536.5725162485923 567.452312445457 825.1706486394365 831.9756014198222],[622.9640502929688 723.9498291015625 717.9474487304688 772.1261596679688],0.574446976,AK64DMY,0.669067018
491,321,[413.83763427243474 775.2681478843757 712.6685749040146 1000.1544954383386],[506.893798828125 930.527587890625 603.6978149414062 976.7315063476562],0.400198966,NI54KGJ,0.063543349
492,321,[412.7031189788801 778.9931549677867 712.8439052876033 1004.9907234976772],[508.21270751953125 933.0825805664062 602.40234375 980.3882446289062],0.522527754,NA54KGJ,0.047220387
